abbreviation,rarity,count,condition,is_first_ed,language_id,product_id,id,comments,status,from,game_id,comments_special_cm,comments_special_ad,prix_a_envoyer,guid,price,comment_mkm
FIGA,Secret Rare,1,NM,True,2,392852,0,,to_create,MEV_BDD,3,(09)YRF[01]-FIGA-032-2-t-RF[01],(09)YRF[01]-FIGA-1NM-032-2-t-RF[01]-392852,NaN,(09)YRF[01]-FIGA-1NM-2-T-392852,NaN,(09)YRF[01]-FIGA-032-2-t-RF[01]
FIGA,Super Rare,4,NM,True,2,392947,0,,to_create,MEV_BDD,3,(09)YRF[01]-FIGA-051-2-t-RF[01],(09)YRF[01]-FIGA-1NM-051-2-t-RF[01]-392947,NaN,(09)YRF[01]-FIGA-1NM-2-T-392947,NaN,(09)YRF[01]-FIGA-051-2-t-RF[01]
FIGA,Secret Rare,4,NM,True,2,392957,0,,to_create,MEV_BDD,3,(09)YRF[01]-FIGA-053-2-t-RF[01],(09)YRF[01]-FIGA-1NM-053-2-t-RF[01]-392957,NaN,(09)YRF[01]-FIGA-1NM-2-T-392957,NaN,(09)YRF[01]-FIGA-053-2-t-RF[01]
FIGA,Super Rare,3,NM,True,2,392972,0,,to_create,MEV_BDD,3,(09)YRF[01]-FIGA-056-2-t-RF[01],(09)YRF[01]-FIGA-1NM-056-2-t-RF[01]-392972,NaN,(09)YRF[01]-FIGA-1NM-2-T-392972,NaN,(09)YRF[01]-FIGA-056-2-t-RF[01]
FIGA,Super Rare,8,NM,True,2,392977,0,,to_create,MEV_BDD,3,(09)YRF[01]-FIGA-057-2-t-RF[01],(09)YRF[01]-FIGA-1NM-057-2-t-RF[01]-392977,NaN,(09)YRF[01]-FIGA-1NM-2-T-392977,NaN,(09)YRF[01]-FIGA-057-2-t-RF[01]
FIGA,Super Rare,1,NM,True,2,392987,0,,to_create,MEV_BDD,3,(09)YRF[01]-FIGA-059-2-t-RF[01],(09)YRF[01]-FIGA-1NM-059-2-t-RF[01]-392987,NaN,(09)YRF[01]-FIGA-1NM-2-T-392987,NaN,(09)YRF[01]-FIGA-059-2-t-RF[01]
FIGA,Super Rare,8,NM,True,2,392992,0,,to_create,MEV_BDD,3,(09)YRF[01]-FIGA-060-2-t-RF[01],(09)YRF[01]-FIGA-1NM-060-2-t-RF[01]-392992,NaN,(09)YRF[01]-FIGA-1NM-2-T-392992,NaN,(09)YRF[01]-FIGA-060-2-t-RF[01]
MP19,Ultra Rare,5,NM,True,2,395042,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-011-2-t-RF[01],(09)YRF[01]-MP19-1NM-011-2-t-RF[01]-395042,NaN,(09)YRF[01]-MP19-1NM-2-T-395042,NaN,(09)YRF[01]-MP19-011-2-t-RF[01]
MP19,Ultra Rare,2,NM,True,2,395122,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-027-2-t-RF[01],(09)YRF[01]-MP19-1NM-027-2-t-RF[01]-395122,NaN,(09)YRF[01]-MP19-1NM-2-T-395122,NaN,(09)YRF[01]-MP19-027-2-t-RF[01]
MP19,Secret Rare,1,NM,True,2,395512,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-105-2-t-RF[01],(09)YRF[01]-MP19-1NM-105-2-t-RF[01]-395512,NaN,(09)YRF[01]-MP19-1NM-2-T-395512,NaN,(09)YRF[01]-MP19-105-2-t-RF[01]
MP19,Secret Rare,4,NM,True,2,395527,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-108-2-t-RF[01],(09)YRF[01]-MP19-1NM-108-2-t-RF[01]-395527,NaN,(09)YRF[01]-MP19-1NM-2-T-395527,NaN,(09)YRF[01]-MP19-108-2-t-RF[01]
MP19,Secret Rare,3,NM,True,1,395752,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-154-1-t-RF[01],(09)YRF[01]-MP19-1NM-154-1-t-RF[01]-395752,NaN,(09)YRF[01]-MP19-1NM-1-T-395752,NaN,(09)YRF[01]-MP19-154-1-t-RF[01]
MP19,Secret Rare,3,NM,True,2,395752,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-154-2-t-RF[01],(09)YRF[01]-MP19-1NM-154-2-t-RF[01]-395752,NaN,(09)YRF[01]-MP19-1NM-2-T-395752,NaN,(09)YRF[01]-MP19-154-2-t-RF[01]
MP19,Secret Rare,3,NM,True,2,395822,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-168-2-t-RF[01],(09)YRF[01]-MP19-1NM-168-2-t-RF[01]-395822,NaN,(09)YRF[01]-MP19-1NM-2-T-395822,NaN,(09)YRF[01]-MP19-168-2-t-RF[01]
MP19,Super Rare,1,NM,True,2,395977,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-199-2-t-RF[01],(09)YRF[01]-MP19-1NM-199-2-t-RF[01]-395977,NaN,(09)YRF[01]-MP19-1NM-2-T-395977,NaN,(09)YRF[01]-MP19-199-2-t-RF[01]
MP19,Ultra Rare,1,NM,True,2,396037,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-213-2-t-RF[01],(09)YRF[01]-MP19-1NM-213-2-t-RF[01]-396037,NaN,(09)YRF[01]-MP19-1NM-2-T-396037,NaN,(09)YRF[01]-MP19-213-2-t-RF[01]
MP19,Secret Rare,1,NM,True,2,396257,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-257-2-t-RF[01],(09)YRF[01]-MP19-1NM-257-2-t-RF[01]-396257,NaN,(09)YRF[01]-MP19-1NM-2-T-396257,NaN,(09)YRF[01]-MP19-257-2-t-RF[01]
MP19,Secret Rare,1,NM,True,2,396267,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-259-2-t-RF[01],(09)YRF[01]-MP19-1NM-259-2-t-RF[01]-396267,NaN,(09)YRF[01]-MP19-1NM-2-T-396267,NaN,(09)YRF[01]-MP19-259-2-t-RF[01]
MP19,Ultra Rare,1,NM,True,2,396272,0,,to_create,MEV_BDD,3,(09)YRF[01]-MP19-260-2-t-RF[01],(09)YRF[01]-MP19-1NM-260-2-t-RF[01]-396272,NaN,(09)YRF[01]-MP19-1NM-2-T-396272,NaN,(09)YRF[01]-MP19-260-2-t-RF[01]
LED5,Rare,1,NM,True,1,400874,0,,to_create,MEV_BDD,3,(08)YRG[01]-LED5-1NM-052-1-t-RG[01],(08)YRG[01]-LED5-1NM-052-1-t-RG[01]-400874,NaN,(08)YRG[01]-LED5-1NM-1-T-400874,NaN,(08)YRG[01]-LED5-1NM-052-1-t-RG[01]
LED5,Rare,8,NM,True,2,400874,0,,to_create,MEV_BDD,3,(08)YRG[01]-LED5-1NM-052-2-t-RG[01],(08)YRG[01]-LED5-1NM-052-2-t-RG[01]-400874,NaN,(08)YRG[01]-LED5-1NM-2-T-400874,NaN,(08)YRG[01]-LED5-1NM-052-2-t-RG[01]
DUDE,Ultra Rare,2,NM,True,2,402054,0,,to_create,MEV_BDD,3,(09)YRF[01]-DUDE-004-2-t-RF[01],(09)YRF[01]-DUDE-1NM-004-2-t-RF[01]-402054,NaN,(09)YRF[01]-DUDE-1NM-2-T-402054,NaN,(09)YRF[01]-DUDE-004-2-t-RF[01]
DUDE,Ultra Rare,9,NM,True,2,402114,0,,to_create,MEV_BDD,3,(09)YRF[01]-DUDE-037-2-t-RF[01],(09)YRF[01]-DUDE-1NM-037-2-t-RF[01]-402114,NaN,(09)YRF[01]-DUDE-1NM-2-T-402114,NaN,(09)YRF[01]-DUDE-037-2-t-RF[01]
DUDE,Ultra Rare,8,NM,True,2,402204,0,,to_create,MEV_BDD,3,(09)YRF[01]-DUDE-016-2-t-RF[01],(09)YRF[01]-DUDE-1NM-016-2-t-RF[01]-402204,NaN,(09)YRF[01]-DUDE-1NM-2-T-402204,NaN,(09)YRF[01]-DUDE-016-2-t-RF[01]
DUDE,Ultra Rare,1,NM,True,2,402214,0,,to_create,MEV_BDD,3,(09)YRF[01]-DUDE-055-2-t-RF[01],(09)YRF[01]-DUDE-1NM-055-2-t-RF[01]-402214,NaN,(09)YRF[01]-DUDE-1NM-2-T-402214,NaN,(09)YRF[01]-DUDE-055-2-t-RF[01]
DUDE,Ultra Rare,2,EX,True,2,402319,0,,to_create,MEV_BDD,3,(09)YRF[01]-DUDE-044-2-t-RF[01],(09)YRF[01]-DUDE-2EX-044-2-t-RF[01]-402319,NaN,(09)YRF[01]-DUDE-2EX-2-T-402319,NaN,(09)YRF[01]-DUDE-044-2-t-RF[01]
DUDE,Ultra Rare,9,NM,True,2,402319,0,,to_create,MEV_BDD,3,(09)YRF[01]-DUDE-044-2-t-RF[01],(09)YRF[01]-DUDE-1NM-044-2-t-RF[01]-402319,NaN,(09)YRF[01]-DUDE-1NM-2-T-402319,NaN,(09)YRF[01]-DUDE-044-2-t-RF[01]
DUDE,Ultra Rare,2,NM,True,2,402324,0,,to_create,MEV_BDD,3,(09)YRF[01]-DUDE-040-2-t-RF[01],(09)YRF[01]-DUDE-1NM-040-2-t-RF[01]-402324,NaN,(09)YRF[01]-DUDE-1NM-2-T-402324,NaN,(09)YRF[01]-DUDE-040-2-t-RF[01]
CHIM,Rare,1,EX,False,2,405184,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-002-2-f-RG[01],(08)YRG[01]-CHIM-2EX-002-2-f-RG[01]-405184,NaN,(08)YRG[01]-CHIM-2EX-2-F-405184,NaN,(08)YRG[01]-CHIM-2EX-002-2-f-RG[01]
CHIM,Rare,2,EX,True,2,405184,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-002-2-t-RG[01],(08)YRG[01]-CHIM-2EX-002-2-t-RG[01]-405184,NaN,(08)YRG[01]-CHIM-2EX-2-T-405184,NaN,(08)YRG[01]-CHIM-2EX-002-2-t-RG[01]
CHIM,Rare,1,GD,True,2,405184,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-3GD-002-2-t-RG[01],(08)YRG[01]-CHIM-3GD-002-2-t-RG[01]-405184,NaN,(08)YRG[01]-CHIM-3GD-2-T-405184,NaN,(08)YRG[01]-CHIM-3GD-002-2-t-RG[01]
CHIM,Rare,9,NM,True,2,405184,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-002-2-t-RG[01],(08)YRG[01]-CHIM-1NM-002-2-t-RG[01]-405184,NaN,(08)YRG[01]-CHIM-1NM-2-T-405184,NaN,(08)YRG[01]-CHIM-1NM-002-2-t-RG[01]
CHIM,Rare,1,NM,False,2,405194,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-008-2-f-RG[01],(08)YRG[01]-CHIM-1NM-008-2-f-RG[01]-405194,NaN,(08)YRG[01]-CHIM-1NM-2-F-405194,NaN,(08)YRG[01]-CHIM-1NM-008-2-f-RG[01]
CHIM,Rare,7,NM,True,2,405194,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-008-2-t-RG[01],(08)YRG[01]-CHIM-1NM-008-2-t-RG[01]-405194,NaN,(08)YRG[01]-CHIM-1NM-2-T-405194,NaN,(08)YRG[01]-CHIM-1NM-008-2-t-RG[01]
CHIM,Rare,5,EX,True,2,405199,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-009-2-t-RG[01],(08)YRG[01]-CHIM-2EX-009-2-t-RG[01]-405199,NaN,(08)YRG[01]-CHIM-2EX-2-T-405199,NaN,(08)YRG[01]-CHIM-2EX-009-2-t-RG[01]
CHIM,Rare,21,NM,True,2,405199,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-009-2-t-RG[01],(08)YRG[01]-CHIM-1NM-009-2-t-RG[01]-405199,NaN,(08)YRG[01]-CHIM-1NM-2-T-405199,NaN,(08)YRG[01]-CHIM-1NM-009-2-t-RG[01]
CHIM,Secret Rare,1,NM,True,2,405224,0,,to_create,MEV_BDD,3,(09)YRF[01]-CHIM-014-2-t-RF[01],(09)YRF[01]-CHIM-1NM-014-2-t-RF[01]-405224,NaN,(09)YRF[01]-CHIM-1NM-2-T-405224,NaN,(09)YRF[01]-CHIM-014-2-t-RF[01]
CHIM,Rare,2,EX,True,2,405229,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-015-2-t-RG[01],(08)YRG[01]-CHIM-2EX-015-2-t-RG[01]-405229,NaN,(08)YRG[01]-CHIM-2EX-2-T-405229,NaN,(08)YRG[01]-CHIM-2EX-015-2-t-RG[01]
CHIM,Rare,6,NM,True,2,405229,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-015-2-t-RG[01],(08)YRG[01]-CHIM-1NM-015-2-t-RG[01]-405229,NaN,(08)YRG[01]-CHIM-1NM-2-T-405229,NaN,(08)YRG[01]-CHIM-1NM-015-2-t-RG[01]
CHIM,Secret Rare,1,NM,False,2,405284,0,,to_create,MEV_BDD,3,(09)YRF[01]-CHIM-037-2-f-RF[01],(09)YRF[01]-CHIM-1NM-037-2-f-RF[01]-405284,NaN,(09)YRF[01]-CHIM-1NM-2-F-405284,NaN,(09)YRF[01]-CHIM-037-2-f-RF[01]
CHIM,Ultra Rare,1,NM,True,2,405324,0,,to_create,MEV_BDD,3,(09)YRF[01]-CHIM-045-2-t-RF[01],(09)YRF[01]-CHIM-1NM-045-2-t-RF[01]-405324,NaN,(09)YRF[01]-CHIM-1NM-2-T-405324,NaN,(09)YRF[01]-CHIM-045-2-t-RF[01]
CHIM,Ultra Rare,1,NM,True,2,405344,0,,to_create,MEV_BDD,3,(09)YRF[01]-CHIM-049-2-t-RF[01],(09)YRF[01]-CHIM-1NM-049-2-t-RF[01]-405344,NaN,(09)YRF[01]-CHIM-1NM-2-T-405344,NaN,(09)YRF[01]-CHIM-049-2-t-RF[01]
CHIM,Common,5,EX,False,2,405394,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-059-2-f-RG[01],(08)YRG[01]-CHIM-2EX-059-2-f-RG[01]-405394,NaN,(08)YRG[01]-CHIM-2EX-2-F-405394,NaN,(08)YRG[01]-CHIM-2EX-059-2-f-RG[01]
CHIM,Common,17,EX,True,2,405394,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-059-2-t-RG[01],(08)YRG[01]-CHIM-2EX-059-2-t-RG[01]-405394,NaN,(08)YRG[01]-CHIM-2EX-2-T-405394,NaN,(08)YRG[01]-CHIM-2EX-059-2-t-RG[01]
CHIM,Common,1,GD,False,2,405394,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-3GD-059-2-f-RG[01],(08)YRG[01]-CHIM-3GD-059-2-f-RG[01]-405394,NaN,(08)YRG[01]-CHIM-3GD-2-F-405394,NaN,(08)YRG[01]-CHIM-3GD-059-2-f-RG[01]
CHIM,Common,4,GD,True,2,405394,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-3GD-059-2-t-RG[01],(08)YRG[01]-CHIM-3GD-059-2-t-RG[01]-405394,NaN,(08)YRG[01]-CHIM-3GD-2-T-405394,NaN,(08)YRG[01]-CHIM-3GD-059-2-t-RG[01]
CHIM,Common,3,NM,False,2,405394,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-059-2-f-RG[01],(08)YRG[01]-CHIM-1NM-059-2-f-RG[01]-405394,NaN,(08)YRG[01]-CHIM-1NM-2-F-405394,NaN,(08)YRG[01]-CHIM-1NM-059-2-f-RG[01]
CHIM,Common,6,NM,True,2,405394,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-059-2-t-RG[01],(08)YRG[01]-CHIM-1NM-059-2-t-RG[01]-405394,NaN,(08)YRG[01]-CHIM-1NM-2-T-405394,NaN,(08)YRG[01]-CHIM-1NM-059-2-t-RG[01]
CHIM,Common,3,EX,False,2,405419,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-064-2-f-RG[01],(08)YRG[01]-CHIM-2EX-064-2-f-RG[01]-405419,NaN,(08)YRG[01]-CHIM-2EX-2-F-405419,NaN,(08)YRG[01]-CHIM-2EX-064-2-f-RG[01]
CHIM,Common,16,EX,True,2,405419,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-064-2-t-RG[01],(08)YRG[01]-CHIM-2EX-064-2-t-RG[01]-405419,NaN,(08)YRG[01]-CHIM-2EX-2-T-405419,NaN,(08)YRG[01]-CHIM-2EX-064-2-t-RG[01]
CHIM,Common,1,GD,False,2,405419,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-3GD-064-2-f-RG[01],(08)YRG[01]-CHIM-3GD-064-2-f-RG[01]-405419,NaN,(08)YRG[01]-CHIM-3GD-2-F-405419,NaN,(08)YRG[01]-CHIM-3GD-064-2-f-RG[01]
CHIM,Common,4,GD,True,2,405419,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-3GD-064-2-t-RG[01],(08)YRG[01]-CHIM-3GD-064-2-t-RG[01]-405419,NaN,(08)YRG[01]-CHIM-3GD-2-T-405419,NaN,(08)YRG[01]-CHIM-3GD-064-2-t-RG[01]
CHIM,Common,3,NM,False,2,405419,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-064-2-f-RG[01],(08)YRG[01]-CHIM-1NM-064-2-f-RG[01]-405419,NaN,(08)YRG[01]-CHIM-1NM-2-F-405419,NaN,(08)YRG[01]-CHIM-1NM-064-2-f-RG[01]
CHIM,Common,15,NM,True,2,405419,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-064-2-t-RG[01],(08)YRG[01]-CHIM-1NM-064-2-t-RG[01]-405419,NaN,(08)YRG[01]-CHIM-1NM-2-T-405419,NaN,(08)YRG[01]-CHIM-1NM-064-2-t-RG[01]
CHIM,Common,4,EX,False,2,405449,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-070-2-f-RG[01],(08)YRG[01]-CHIM-2EX-070-2-f-RG[01]-405449,NaN,(08)YRG[01]-CHIM-2EX-2-F-405449,NaN,(08)YRG[01]-CHIM-2EX-070-2-f-RG[01]
CHIM,Common,5,EX,True,2,405449,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-070-2-t-RG[01],(08)YRG[01]-CHIM-2EX-070-2-t-RG[01]-405449,NaN,(08)YRG[01]-CHIM-2EX-2-T-405449,NaN,(08)YRG[01]-CHIM-2EX-070-2-t-RG[01]
CHIM,Common,1,NM,False,2,405449,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-070-2-f-RG[01],(08)YRG[01]-CHIM-1NM-070-2-f-RG[01]-405449,NaN,(08)YRG[01]-CHIM-1NM-2-F-405449,NaN,(08)YRG[01]-CHIM-1NM-070-2-f-RG[01]
CHIM,Common,3,NM,True,2,405449,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-070-2-t-RG[01],(08)YRG[01]-CHIM-1NM-070-2-t-RG[01]-405449,NaN,(08)YRG[01]-CHIM-1NM-2-T-405449,NaN,(08)YRG[01]-CHIM-1NM-070-2-t-RG[01]
CHIM,Rare,2,EX,True,2,405464,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-074-2-t-RG[01],(08)YRG[01]-CHIM-2EX-074-2-t-RG[01]-405464,NaN,(08)YRG[01]-CHIM-2EX-2-T-405464,NaN,(08)YRG[01]-CHIM-2EX-074-2-t-RG[01]
CHIM,Rare,4,NM,True,2,405464,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-074-2-t-RG[01],(08)YRG[01]-CHIM-1NM-074-2-t-RG[01]-405464,NaN,(08)YRG[01]-CHIM-1NM-2-T-405464,NaN,(08)YRG[01]-CHIM-1NM-074-2-t-RG[01]
CHIM,Common,1,EX,False,2,405474,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-076-2-f-RG[01],(08)YRG[01]-CHIM-2EX-076-2-f-RG[01]-405474,NaN,(08)YRG[01]-CHIM-2EX-2-F-405474,NaN,(08)YRG[01]-CHIM-2EX-076-2-f-RG[01]
CHIM,Common,4,EX,True,2,405474,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-076-2-t-RG[01],(08)YRG[01]-CHIM-2EX-076-2-t-RG[01]-405474,NaN,(08)YRG[01]-CHIM-2EX-2-T-405474,NaN,(08)YRG[01]-CHIM-2EX-076-2-t-RG[01]
CHIM,Common,12,NM,True,2,405474,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-076-2-t-RG[01],(08)YRG[01]-CHIM-1NM-076-2-t-RG[01]-405474,NaN,(08)YRG[01]-CHIM-1NM-2-T-405474,NaN,(08)YRG[01]-CHIM-1NM-076-2-t-RG[01]
CHIM,Common,1,NM,True,2,405539,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-089-2-t-RG[01],(08)YRG[01]-CHIM-1NM-089-2-t-RG[01]-405539,NaN,(08)YRG[01]-CHIM-1NM-2-T-405539,NaN,(08)YRG[01]-CHIM-1NM-089-2-t-RG[01]
CHIM,Rare,1,NM,True,2,405549,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-091-2-t-RG[01],(08)YRG[01]-CHIM-1NM-091-2-t-RG[01]-405549,NaN,(08)YRG[01]-CHIM-1NM-2-T-405549,NaN,(08)YRG[01]-CHIM-1NM-091-2-t-RG[01]
CHIM,Common,1,EX,True,2,405569,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-096-2-t-RG[01],(08)YRG[01]-CHIM-2EX-096-2-t-RG[01]-405569,NaN,(08)YRG[01]-CHIM-2EX-2-T-405569,NaN,(08)YRG[01]-CHIM-2EX-096-2-t-RG[01]
CHIM,Common,1,NM,False,2,405569,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-096-2-f-RG[01],(08)YRG[01]-CHIM-1NM-096-2-f-RG[01]-405569,NaN,(08)YRG[01]-CHIM-1NM-2-F-405569,NaN,(08)YRG[01]-CHIM-1NM-096-2-f-RG[01]
CHIM,Common,1,NM,True,2,405569,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-096-2-t-RG[01],(08)YRG[01]-CHIM-1NM-096-2-t-RG[01]-405569,NaN,(08)YRG[01]-CHIM-1NM-2-T-405569,NaN,(08)YRG[01]-CHIM-1NM-096-2-t-RG[01]
CHIM,Ultra Rare,2,NM,True,2,405579,0,,to_create,MEV_BDD,3,(09)YRF[01]-CHIM-098-2-t-RF[01],(09)YRF[01]-CHIM-1NM-098-2-t-RF[01]-405579,NaN,(09)YRF[01]-CHIM-1NM-2-T-405579,NaN,(09)YRF[01]-CHIM-098-2-t-RF[01]
MVP1,Secret Rare,1,NM,True,2,406454,0,,to_create,MEV_BDD,3,(09)YRF[01]-MVP1-S39-2-t-RF[01],(09)YRF[01]-MVP1-1NM-S39-2-t-RF[01]-406454,NaN,(09)YRF[01]-MVP1-1NM-2-T-406454,NaN,(09)YRF[01]-MVP1-S39-2-t-RF[01]
CHIM,Common,1,EX,False,2,407559,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-016-2-f-RG[01],(08)YRG[01]-CHIM-2EX-016-2-f-RG[01]-407559,NaN,(08)YRG[01]-CHIM-2EX-2-F-407559,NaN,(08)YRG[01]-CHIM-2EX-016-2-f-RG[01]
CHIM,Common,4,EX,True,2,407559,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-016-2-t-RG[01],(08)YRG[01]-CHIM-2EX-016-2-t-RG[01]-407559,NaN,(08)YRG[01]-CHIM-2EX-2-T-407559,NaN,(08)YRG[01]-CHIM-2EX-016-2-t-RG[01]
CHIM,Common,8,NM,False,2,407559,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-016-2-f-RG[01],(08)YRG[01]-CHIM-1NM-016-2-f-RG[01]-407559,NaN,(08)YRG[01]-CHIM-1NM-2-F-407559,NaN,(08)YRG[01]-CHIM-1NM-016-2-f-RG[01]
CHIM,Common,3,NM,True,2,407559,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-016-2-t-RG[01],(08)YRG[01]-CHIM-1NM-016-2-t-RG[01]-407559,NaN,(08)YRG[01]-CHIM-1NM-2-T-407559,NaN,(08)YRG[01]-CHIM-1NM-016-2-t-RG[01]
CHIM,Common,5,EX,False,2,407564,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-017-2-f-RG[01],(08)YRG[01]-CHIM-2EX-017-2-f-RG[01]-407564,NaN,(08)YRG[01]-CHIM-2EX-2-F-407564,NaN,(08)YRG[01]-CHIM-2EX-017-2-f-RG[01]
CHIM,Common,23,EX,True,2,407564,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-017-2-t-RG[01],(08)YRG[01]-CHIM-2EX-017-2-t-RG[01]-407564,NaN,(08)YRG[01]-CHIM-2EX-2-T-407564,NaN,(08)YRG[01]-CHIM-2EX-017-2-t-RG[01]
CHIM,Common,1,GD,False,2,407564,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-3GD-017-2-f-RG[01],(08)YRG[01]-CHIM-3GD-017-2-f-RG[01]-407564,NaN,(08)YRG[01]-CHIM-3GD-2-F-407564,NaN,(08)YRG[01]-CHIM-3GD-017-2-f-RG[01]
CHIM,Common,5,GD,True,2,407564,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-3GD-017-2-t-RG[01],(08)YRG[01]-CHIM-3GD-017-2-t-RG[01]-407564,NaN,(08)YRG[01]-CHIM-3GD-2-T-407564,NaN,(08)YRG[01]-CHIM-3GD-017-2-t-RG[01]
CHIM,Common,5,NM,False,2,407564,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-017-2-f-RG[01],(08)YRG[01]-CHIM-1NM-017-2-f-RG[01]-407564,NaN,(08)YRG[01]-CHIM-1NM-2-F-407564,NaN,(08)YRG[01]-CHIM-1NM-017-2-f-RG[01]
CHIM,Common,7,NM,True,2,407564,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-017-2-t-RG[01],(08)YRG[01]-CHIM-1NM-017-2-t-RG[01]-407564,NaN,(08)YRG[01]-CHIM-1NM-2-T-407564,NaN,(08)YRG[01]-CHIM-1NM-017-2-t-RG[01]
CHIM,Common,2,EX,False,2,407569,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-018-2-f-RG[01],(08)YRG[01]-CHIM-2EX-018-2-f-RG[01]-407569,NaN,(08)YRG[01]-CHIM-2EX-2-F-407569,NaN,(08)YRG[01]-CHIM-2EX-018-2-f-RG[01]
CHIM,Common,5,EX,True,2,407569,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-2EX-018-2-t-RG[01],(08)YRG[01]-CHIM-2EX-018-2-t-RG[01]-407569,NaN,(08)YRG[01]-CHIM-2EX-2-T-407569,NaN,(08)YRG[01]-CHIM-2EX-018-2-t-RG[01]
CHIM,Common,1,LP,True,2,407569,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-4LP-018-2-t-RG[01],(08)YRG[01]-CHIM-4LP-018-2-t-RG[01]-407569,NaN,(08)YRG[01]-CHIM-4LP-2-T-407569,NaN,(08)YRG[01]-CHIM-4LP-018-2-t-RG[01]
CHIM,Common,4,NM,False,2,407569,0,,to_create,MEV_BDD,3,(08)YRG[01]-CHIM-1NM-018-2-f-RG[01],(08)YRG[01]-CHIM-1NM-018-2-f-RG[01]-407569,NaN,(08)YRG[01]-CHIM-1NM-2-F-407569,NaN,(08)YRG[01]-CHIM-1NM-018-2-f-RG[01]
