guid,price
(08)YRG[01]-SDRR-2EX-2-F-389817,10.08
(08)YRG[01]-SDRR-1NM-2-F-389817,10.61
(08)YRG[01]-SDRR-1NM-2-F-389822,1.11
(5)YRX[01]-SDRR-1NM-2-T-389822,1.31
(08)YRG[01]-SDRR-2EX-2-F-389827,2.12
(XX)UNK[XX]-SDRR-2EX-2-T-389827,1.95
(08)YRG[01]-SDRR-1NM-2-F-389827,2.23
(3)YRF[01]-SDRR-1NM-2-T-389832,0.63
(5)YRX[01]-SDRR-1NM-2-T-389832,0.44
(XX)UNK[XX]-SDRR-1NM-2-T-389832,1.82
(08)YRG[01]-SDRR-2EX-2-F-389837,0.23
(08)YRG[01]-SDRR-1NM-2-F-389837,0.28
(5)YRX[01]-SDRR-1NM-2-T-389837,0.3
(08)YRG[01]-SDRR-1NM-2-F-389842,0.28
(5)YRX[01]-SDRR-1NM-2-T-389842,0.44
(08)YRG[01]-SDRR-2EX-2-F-389847,0.23
(08)YRG[01]-SDRR-1NM-2-F-389847,0.28
(5)YRX[01]-SDRR-1NM-2-T-389847,0.3
(5)YRX[01]-SDRR-1NM-2-T-389852,0.3
(08)YRG[01]-SDRR-2EX-2-F-389857,1.06
(08)YRG[01]-SDRR-1NM-2-F-389857,1.12
(5)YRX[01]-SDRR-1NM-2-T-389857,1.41
(08)YRG[01]-SDRR-1NM-2-F-389862,0.55
(5)YRX[01]-SDRR-1NM-2-T-389862,1.19
(08)YRG[01]-SDRR-2EX-2-F-389867,4.19
(08)YRG[01]-SDRR-1NM-2-F-389867,4.41
(XX)UNK[XX]-SDRR-1NM-2-T-389867,4.61
(XX)UNK[XX]-SDRR-1NM-2-T-389867,4.41
(XX)UNK[XX]-SDRR-1NM-2-T-389872,2.62
(XX)UNK[XX]-SDRR-1NM-2-T-389872,1.25
(5)YRX[01]-SDRR-1NM-2-T-389872,1.25
(5)YRX[01]-SDRR-1NM-2-T-389872,2.01
(3)YRF[01]-SDRR-1NM-2-T-389877,1.37
(2)YCF[04]-SDRR-1NM-2-T-389877,1.37
(5)YRX[01]-SDRR-1NM-2-T-389877,1.3
(5)YRX[01]-SDRR-1NM-2-T-389882,1.3
(2)YCF[04]-SDRR-1NM-2-T-389882,1.37
(3)YRF[01]-SDRR-1NM-2-T-389882,1.37
(08)YRG[01]-SDRR-1NM-2-F-389887,2.67
(08)YRG[01]-SDRR-1NM-2-F-389892,0.55
(5)YRX[01]-SDRR-1NM-2-T-389892,1.19
(08)YRG[01]-SDRR-1NM-2-F-389897,0.28
(5)YRX[01]-SDRR-1NM-2-T-389897,0.44
(5)YRX[01]-SS03-1NM-2-T-390072,0.3
(XX)UNK[XX]-FIGA--1NULL-2-F-390137,84.55
(3)YRF[01]-FIGA-1NM-2-T-392697,0.7
(09)YRF[01]-FIGA-1NM-2-T-392697,0.28
(5)YRX[01]-FIGA-1NM-2-T-392702,2.09
(09)YRF[01]-FIGA-1NM-2-T-392702,1.34
(XX)UNK[XX]-FIGA-1NM-2-T-392707,0.22
(09)YRF[01]-FIGA-1NM-2-T-392707,0.22
(3)YRF[01]-FIGA-1NM-2-T-392707,0.7
(2)YCF[01]-FIGA-1NM-2-T-392712,2.45
(09)YRF[01]-FIGA-1NM-2-T-392712,1.15
(5)YRX[01]-FIGA-1NM-2-T-392712,2.1
(5)YRX[01]-FIGA-1NM-2-T-392717,0.66
(3)YRF[01]-FIGA-1NM-2-T-392717,0.7
(09)YRF[01]-FIGA-1NM-2-T-392717,0.22
(3)YRF[01]-FIGA-1NM-2-T-392722,0.7
(09)YRF[01]-FIGA-1NM-2-T-392722,0.22
(XX)UNK[XX]-FIGA-1NM-2-T-392722,0.22
(09)YRF[01]-FIGA-1NM-2-T-392727,0.27
(3)YRF[01]-FIGA-1NM-2-T-392727,0.7
(XX)UNK[XX]-FIGA-1NM-2-T-392727,0.27
(5)YRX[01]-FIGA-1NM-2-T-392732,0.66
(3)YRF[01]-FIGA-1NM-2-T-392732,0.7
(XX)UNK[XX]-FIGA-1NM-2-T-392732,0.22
(09)YRF[01]-FIGA-1NM-2-T-392732,0.22
(09)YRF[01]-FIGA-1NM-2-T-392737,0.22
(XX)UNK[XX]-FIGA-1NM-2-T-392737,0.22
(3)YRF[01]-FIGA-1NM-2-T-392737,0.7
(5)YRX[01]-FIGA-1NM-2-T-392737,0.66
(5)YRX[01]-FIGA-1NM-2-T-392742,0.66
(09)YRF[01]-FIGA-1NM-2-T-392742,0.22
(3)YRF[01]-FIGA-1NM-2-T-392742,0.7
(XX)UNK[XX]-FIGA-1NM-2-T-392742,0.22
(09)YRF[01]-FIGA-1NM-2-T-392747,1.11
(2)YCF[01]-FIGA-1NM-2-T-392747,2.8
(5)YRX[01]-FIGA-1NM-2-T-392747,2.45
(XX)UNK[XX]-FIGA-1NM-2-T-392747,1.11
(XX)UNK[XX]-FIGA-1NM-2-T-392752,17.05
(5)YRX[01]-FIGA-1NM-2-T-392752,16.81
(XX)UNK[XX]-FIGA-1NM-2-T-392757,21.43
(5)YRX[01]-FIGA-1NM-2-T-392762,9.85
(5)YRX[01]-FIGA-2EX-2-T-392767,2.94
(5)YRX[01]-FIGA-1NM-2-T-392767,2.94
(09)YRF[01]-FIGA-1NM-2-T-392767,1.66
(09)YRF[01]-FIGA-1NM-2-T-392772,19.67
(5)YRX[01]-FIGA-1NM-2-T-392772,18.56
(5)YRX[01]-FIGA-1NM-2-T-392777,2.94
(5)YRX[01]-FIGA-1NM-2-T-392782,0.66
(09)YRF[01]-FIGA-1NM-2-T-392782,4.02
(09)YRF[01]-FIGA-1NM-2-T-392787,1.1
(5)YRX[01]-FIGA-1NM-2-T-392787,1.3
(09)YRF[01]-FIGA-1NM-2-T-392792,NaN
(09)YRF[01]-FIGA-1NM-2-T-392797,NaN
(5)YRX[01]-FIGA-1NM-2-T-392802,0.66
(XX)UNK[XX]-FIGA-1NM-2-T-392802,0.22
(3)YRF[01]-FIGA-1NM-2-T-392802,0.7
(09)YRF[01]-FIGA-1NM-2-T-392802,0.22
(5)YRX[01]-FIGA-1NM-2-T-392807,0.66
(3)YRF[01]-FIGA-1NM-2-T-392807,0.7
(XX)UNK[XX]-FIGA-1NM-2-T-392807,0.22
(5)YRX[01]-FIGA-1NM-2-T-392812,0.66
(09)YRF[01]-FIGA-1NM-2-T-392812,0.28
(3)YRF[01]-FIGA-1NM-2-T-392812,0.7
(XX)UNK[XX]-FIGA-1NM-2-T-392817,0.69
(09)YRF[01]-FIGA-1NM-2-T-392817,0.26
(3)YRF[01]-FIGA-1NM-2-T-392817,0.7
(XX)UNK[XX]-FIGA-1NM-1-T-392822,0.19
(3)YRF[01]-FIGA-1NM-2-T-392822,0.7
(5)YRX[01]-FIGA-1NM-2-T-392822,0.26
(09)YRF[01]-FIGA-1NM-2-T-392822,0.22
(XX)UNK[XX]-FIGA-1NM-1-T-392827,0.52
(3)YRF[01]-FIGA-1NM-2-T-392827,0.7
(09)YRF[01]-FIGA-1NM-2-T-392827,0.33
(09)YRF[01]-FIGA-1NM-2-T-392832,NaN
(5)YRX[01]-FIGA-1NM-1-T-392837,1.11
(5)YRX[01]-FIGA-1NM-2-T-392837,1.19
(09)YRF[01]-FIGA-1NM-2-T-392837,0.91
(3)YRF[01]-FIGA-1NM-2-T-392837,1.4
(09)YRF[01]-FIGA-1NM-2-T-392842,0.22
(5)YRX[01]-FIGA-1NM-2-T-392842,0.66
(09)YRF[01]-FIGA-1NM-2-T-392847,2.18
(5)YRX[01]-FIGA-1NM-2-T-392847,2.94
(09)YRF[01]-FIGA-1NM-2-T-392852,NaN
(5)YRX[01]-FIGA-1NM-2-T-392857,2.94
(2)YCF[01]-FIGA-1NM-2-T-392857,3.5
(09)YRF[01]-FIGA-1NM-2-T-392857,1.68
(09)YRF[01]-FIGA-1NM-2-T-392862,1.1
(5)YRX[01]-FIGA-1NM-2-T-392862,2.94
(09)YRF[01]-FIGA-1NM-2-T-392867,0.22
(5)YRX[01]-FIGA-1NM-2-T-392867,0.66
(3)YRF[01]-FIGA-1NM-2-T-392867,0.7
(5)YRX[01]-FIGA-1NM-2-T-392872,0.66
(09)YRF[01]-FIGA-1NM-2-T-392872,0.22
(XX)UNK[XX]-FIGA-1NM-2-T-392877,0.22
(09)YRF[01]-FIGA-1NM-2-T-392877,0.22
(5)YRX[01]-FIGA-1NM-2-T-392877,0.66
(09)YRF[01]-FIGA-1NM-2-T-392882,1
(3)YRF[01]-FIGA-1NM-2-T-392882,1.17
(09)YRF[01]-FIGA-1NM-2-T-392887,20.23
(5)YRX[01]-FIGA-1NM-2-T-392887,14.74
(5)YRX[01]-FIGA-1NM-2-T-392892,0.99
(09)YRF[01]-FIGA-1NM-2-T-392892,1.12
(09)YRF[01]-FIGA-1NM-2-T-392897,0.28
(3)YRF[01]-FIGA-1NM-2-T-392897,0.7
(09)YRF[01]-FIGA-1NM-2-T-392902,0.28
(3)YRF[01]-FIGA-1NM-2-T-392902,0.52
(3)YRF[01]-FIGA-1NM-2-T-392907,0.52
(09)YRF[01]-FIGA-1NM-2-T-392907,0.33
(09)YRF[01]-FIGA-1NM-2-T-392912,0.33
(3)YRF[01]-FIGA-1NM-2-T-392912,0.7
(09)YRF[01]-FIGA-1NM-2-T-392917,0.27
(5)YRX[01]-FIGA-1NM-2-T-392917,0.29
(3)YRF[01]-FIGA-1NM-2-T-392917,0.42
(3)YRF[01]-FIGA-1NM-2-T-392922,0.52
(3)YRF[01]-FIGA-1NM-2-T-392922,0.7
(5)YRX[01]-FIGA-1NM-2-T-392927,0.66
(3)YRF[01]-FIGA-1NM-2-T-392927,0.7
(09)YRF[01]-FIGA-1NM-2-T-392927,0.22
(3)YRF[01]-FIGA-1NM-2-T-392932,0.56
(09)YRF[01]-FIGA-1NM-2-T-392932,0.39
(5)YRX[01]-FIGA-1NM-2-T-392937,17.69
(3)YRF[01]-FIGA-1NM-2-T-392937,19.39
(09)YRF[01]-FIGA-1NM-2-T-392937,19.08
(09)YRF[01]-FIGA-1NM-2-T-392942,0.39
(XX)UNK[XX]-FIGA-1NM-2-T-392942,0.7
(3)YRF[01]-FIGA-1NM-2-T-392942,0.7
(09)YRF[01]-FIGA-1NM-2-T-392947,NaN
(09)YRF[01]-FIGA-1NM-2-T-392952,0.33
(3)YRF[01]-FIGA-1NM-2-T-392952,0.7
(09)YRF[01]-FIGA-1NM-2-T-392957,NaN
(5)YRX[01]-FIGA-1NM-2-T-392962,2.1
(09)YRF[01]-FIGA-1NM-2-T-392962,0.33
(3)YRF[01]-FIGA-1NM-2-T-392962,2.1
(5)YRX[01]-FIGA-1NM-2-T-392967,0.66
(09)YRF[01]-FIGA-1NM-2-T-392967,0.22
(09)YRF[01]-FIGA-1NM-2-T-392972,NaN
(09)YRF[01]-FIGA-1NM-2-T-392977,NaN
(09)YRF[01]-FIGA-1NM-2-T-392982,0.29
(XX)UNK[XX]-FIGA-1NM-2-T-392982,0.69
(XX)UNK[XX]-FIGA-1NM-2-T-392982,0.29
(3)YRF[01]-FIGA-1NM-2-T-392982,0.7
(09)YRF[01]-FIGA-1NM-2-T-392987,NaN
(09)YRF[01]-FIGA-1NM-2-T-392992,NaN
(XX)UNK[XX]-NULL--1NULL-2-F-394162,5.51
(XX)UNK[XX]-OP11--1NULL-2-F-394897,266
(5)YRX[01]-LOD2-1NM-2-F-394902,1.23
(09)YRF[01]-LOD2-1NM-2-T-394902,1
(09)YRF[01]-LOD2-2EX-2-T-394907,21.51
(5)YRX[01]-LOD2-1NM-2-F-394907,7.5
(2)YCF[03]-LOD2-1NM-2-F-394907,6.88
(09)YRF[01]-LOD2-1NM-2-T-394907,25.3
(5)YRX[01]-LOD2-1NM-2-F-394912,2.22
(3)YRF[01]-LOD2-1NM-2-F-394912,2.47
(09)YRF[01]-LOD2-1NM-2-T-394912,2.2
(XX)UNK[XX]-TN19-1NM-2-F-394917,7
(09)YRF[01]-TN19-1NM-2-F-394917,5.2
(09)YRF[01]-TN19-1NM-2-F-394922,4.44
(XX)UNK[XX]-TN19-1NM-2-F-394922,1.25
(5)YRX[01]-TN19-1NM-2-F-394922,1.19
(XX)UNK[XX]-TN19-2EX-2-F-394927,15.94
(XX)UNK[XX]-TN19-1NM-2-F-394927,17.47
(09)YRF[01]-TN19-1NM-2-F-394932,2.2
(5)YRX[01]-TN19-1NM-2-F-394932,2.63
(XX)UNK[XX]-TN19-1NM-2-F-394932,2.55
(5)YRX[01]-TN19-1NM-2-F-394937,2.63
(1)YBF[01]-TN19-1NM-2-F-394937,2.76
(2)YCF[02]-TN19-1NM-2-F-394937,2.76
(09)YRF[01]-TN19-1NM-2-F-394937,2.2
(XX)UNK[XX]-TN19-1NM-2-F-394937,2.6
(5)YRX[01]-MP19-1NM-2-F-394942,1.19
(08)YRG[01]-MP19-1NM-2-T-394942,0.39
(2)YCF[02]-TN19-1NM-2-F-394947,1.86
(09)YRF[01]-TN19-1NM-2-F-394947,2.2
(XX)UNK[XX]-TN19-1NM-2-F-394947,1.75
(5)YRX[01]-TN19-1NM-2-F-394947,1.83
(5)YRX[01]-TN19-1NM-2-F-394952,1.83
(1)YBF[01]-TN19-1NM-2-F-394952,1.83
(XX)UNK[XX]-TN19-1NM-2-F-394952,2.2
(XX)UNK[XX]-TN19-1NM-2-F-394952,1.68
(2)YCF[02]-TN19-1NM-2-F-394952,1.83
(09)YRF[01]-TN19-1NM-2-F-394952,2.2
(09)YRF[01]-TN19-1NM-2-F-394957,2.2
(5)YRX[01]-TN19-1NM-2-F-394957,1.83
(XX)UNK[XX]-TN19-1NM-2-F-394962,0.68
(2)YCF[02]-TN19-1NM-2-F-394962,0.74
(XX)UNK[XX]-TN19-1NM-2-F-394962,2.2
(5)YRX[01]-TN19-1NM-2-F-394962,0.59
(09)YRF[01]-TN19-1NM-2-F-394962,2.2
(2)YCF[02]-TN19-1NM-2-F-394967,3.85
(5)YRX[01]-TN19-1NM-2-F-394967,3.43
(XX)UNK[XX]-TN19-1NM-2-F-394967,3.33
(09)YRF[01]-TN19-1NM-2-F-394967,2.74
(2)YCF[02]-TN19-1NM-2-F-394972,6.23
(XX)UNK[XX]-TN19-1NM-2-F-394972,6.3
(09)YRF[01]-TN19-1NM-2-F-394972,2.87
(XX)UNK[XX]-TN19-1NM-2-F-394977,4.9
(09)YRF[01]-TN19-1NM-2-F-394977,2.2
(09)YRF[01]-TN19-1NM-2-F-394982,12.43
(09)YRF[01]-TN19-1NM-2-F-394987,19
(XX)UNK[XX]-TN19-1NM-2-F-394987,16.93
(09)YRF[01]-TN19-5PL-2-F-394987,10.19
(5)YRX[01]-MP19-1NM-2-F-394992,0.4
(08)YRG[01]-MP19-1NM-2-T-394992,0.39
(08)YRG[01]-MP19-2EX-2-T-394997,0.33
(5)YRX[01]-MP19-1NM-2-F-394997,0.4
(08)YRG[01]-MP19-1NM-2-T-394997,0.39
(08)YRG[01]-MP19-2EX-2-T-395002,0.33
(5)YRX[01]-MP19-1NM-2-F-395002,0.4
(08)YRG[01]-MP19-1NM-2-T-395002,0.39
(5)YRX[01]-MP19-1NM-2-F-395007,0.4
(08)YRG[01]-MP19-1NM-2-T-395007,0.39
(08)YRG[01]-MP19-2EX-2-T-395012,0.33
(5)YRX[01]-MP19-1NM-2-F-395012,0.4
(08)YRG[01]-MP19-1NM-2-T-395012,0.39
(5)YRX[01]-MP19-1NM-2-F-395017,0.4
(08)YRG[01]-MP19-1NM-2-T-395017,0.39
(5)YRX[01]-MP19-1NM-2-F-395022,0.4
(08)YRG[01]-MP19-1NM-2-T-395022,0.39
(5)YRX[01]-MP19-1NM-2-F-395027,0.4
(08)YRG[01]-MP19-1NM-2-T-395027,0.39
(2)YCF[02]-MP19-1NM-2-F-395032,2.56
(09)YRF[01]-MP19-1NM-2-T-395032,2.76
(2)YCF[02]-MP19-1NM-2-T-395032,2.56
(5)YRX[01]-MP19-1NM-2-T-395032,2.38
(08)YRG[01]-MP19-2EX-2-T-395037,0.33
(5)YRX[01]-MP19-1NM-2-F-395037,0.4
(08)YRG[01]-MP19-1NM-2-T-395037,0.39
(09)YRF[01]-MP19-1NM-2-T-395042,NaN
(5)YRX[01]-MP19-1NM-2-F-395047,0.43
(3)YRF[01]-MP19-1NM-2-T-395047,0.54
(5)YRX[01]-MP19-1NM-2-T-395047,0.5
(XX)UNK[XX]-MP19-1NM-2-T-395047,0.66
(09)YRF[01]-MP19-1NM-2-T-395047,0.66
(08)YRG[01]-MP19-2EX-2-T-395052,0.33
(5)YRX[01]-MP19-1NM-2-F-395052,0.4
(08)YRG[01]-MP19-1NM-2-T-395052,0.39
(5)YRX[01]-MP19-1NM-2-F-395057,0.4
(08)YRG[01]-MP19-1NM-2-T-395057,0.39
(5)YRX[01]-MP19-1NM-2-F-395062,0.4
(08)YRG[01]-MP19-1NM-2-T-395062,0.39
(5)YRX[01]-MP19-1NM-2-F-395067,0.69
(5)YRX[01]-MP19-1NM-2-T-395067,1
(09)YRF[01]-MP19-1NM-2-T-395067,1.16
(2)YCF[02]-MP19-1NM-2-T-395067,1.04
(5)YRX[01]-MP19-1NM-2-F-395072,0.4
(08)YRG[01]-MP19-1NM-2-T-395072,0.39
(5)YRX[01]-MP19-1NM-2-F-395077,0.4
(08)YRG[01]-MP19-1NM-2-T-395077,0.39
(5)YRX[01]-MP19-1NM-2-F-395082,1.95
(5)YRX[01]-MP19-1NM-1-T-395082,1.51
(XX)UNK[XX]-MP19-1NM-2-T-395082,1.66
(5)YRX[01]-MP19-1NM-2-T-395082,1.31
(09)YRF[01]-MP19-1NM-2-T-395082,1.66
(08)YRG[01]-MP19-2EX-2-T-395087,0.47
(5)YRX[01]-MP19-1NM-2-T-395087,0.47
(08)YRG[01]-MP19-1NM-2-T-395087,0.55
(5)YRX[01]-MP19-1NM-2-F-395092,0.43
(09)YRF[01]-MP19-1NM-2-T-395092,0.66
(5)YRX[01]-MP19-1NM-2-T-395092,0.5
(08)YRG[01]-MP19-1NM-2-T-395097,0.55
(5)YRX[01]-MP19-1NM-2-T-395097,0.47
(5)YRX[01]-MP19-1NM-2-F-395102,0.4
(08)YRG[01]-MP19-1NM-2-T-395102,0.39
(5)YRX[01]-MP19-1NM-2-T-395107,0.47
(5)YRX[01]-MP19-1NM-2-F-395112,1.3
(5)YRX[01]-MP19-1NM-2-T-395112,2.1
(09)YRF[01]-MP19-1NM-2-T-395112,1.1
(5)YRX[01]-MP19-1NM-2-T-395117,4.02
(09)YRF[01]-MP19-1NM-2-T-395117,4.39
(09)YRF[01]-MP19-1NM-2-T-395122,NaN
(5)YRX[01]-MP19-1NM-2-F-395132,1.29
(5)YRX[01]-MP19-1NM-2-T-395132,1.33
(09)YRF[01]-MP19-1NM-2-T-395132,1.09
(XX)UNK[XX]-MP19-1NM-2-T-395132,1.09
(09)YRF[01]-MP19-1NM-2-T-395137,6.58
(5)YRX[01]-MP19-1NM-2-F-395142,0.4
(08)YRG[01]-MP19-1NM-2-T-395142,0.39
(5)YRX[01]-MP19-1NM-2-F-395147,0.43
(3)YRF[01]-MP19-1NM-2-T-395147,0.54
(5)YRX[01]-MP19-1NM-2-T-395147,0.5
(09)YRF[01]-MP19-1NM-2-T-395147,0.66
(XX)UNK[XX]-MP19-1NM-2-T-395147,0.66
(08)YRG[01]-MP19-2EX-2-T-395152,0.33
(5)YRX[01]-MP19-1NM-2-F-395152,0.4
(08)YRG[01]-MP19-1NM-2-T-395152,0.39
(08)YRG[01]-MP19-2EX-2-T-395157,0.33
(5)YRX[01]-MP19-1NM-2-F-395157,0.4
(08)YRG[01]-MP19-1NM-2-T-395157,0.39
(08)YRG[01]-MP19-2EX-2-T-395162,0.33
(5)YRX[01]-MP19-1NM-2-F-395162,0.4
(08)YRG[01]-MP19-1NM-2-T-395162,0.39
(08)YRG[01]-MP19-2EX-2-T-395167,0.33
(5)YRX[01]-MP19-1NM-2-F-395167,0.4
(08)YRG[01]-MP19-1NM-2-T-395167,0.39
(08)YRG[01]-MP19-2EX-2-T-395172,0.33
(5)YRX[01]-MP19-1NM-2-F-395172,0.4
(08)YRG[01]-MP19-1NM-2-T-395172,0.39
(5)YRX[01]-MP19-1NM-2-T-395177,9.05
(09)YRF[01]-MP19-1NM-2-T-395177,8.63
(08)YRG[01]-MP19-2EX-2-T-395182,0.33
(5)YRX[01]-MP19-1NM-2-F-395182,0.4
(08)YRG[01]-MP19-1NM-2-T-395182,0.39
(5)YRX[01]-MP19-1NM-2-F-395187,0.4
(08)YRG[01]-MP19-1NM-2-T-395187,0.39
(XX)UNK[XX]-MP19-1NM-2-T-395192,1.1
(09)YRF[01]-MP19-1NM-2-T-395192,1.1
(5)YRX[01]-MP19-1NM-2-T-395192,0.78
(2)YCF[02]-MP19-1NM-2-T-395192,0.95
(08)YRG[01]-MP19-2EX-2-T-395197,0.47
(5)YRX[01]-MP19-1NM-2-T-395197,0.47
(2)YCF[02]-MP19-1NM-2-F-395202,12.07
(09)YRF[01]-MP19-1NM-2-T-395202,8.05
(08)YRG[01]-MP19-2EX-2-T-395207,0.33
(5)YRX[01]-MP19-1NM-2-F-395207,0.38
(08)YRG[01]-MP19-1NM-2-T-395207,0.39
(5)YRX[01]-MP19-1NM-2-F-395212,0.4
(08)YRG[01]-MP19-1NM-2-T-395212,0.39
(5)YRX[01]-MP19-1NM-2-F-395217,1.21
(09)YRF[01]-MP19-1NM-2-T-395217,2
(5)YRX[01]-MP19-1NM-2-T-395217,1.77
(5)YRX[01]-MP19-1NM-2-F-395222,0.4
(5)YRX[01]-MP19-1NM-2-F-395227,0.4
(08)YRG[01]-MP19-1NM-2-T-395227,0.39
(5)YRX[01]-MP19-1NM-2-F-395232,0.4
(5)YRX[01]-MP19-1NM-2-T-395237,0.47
(08)YRG[01]-MP19-2EX-2-T-395242,0.33
(5)YRX[01]-MP19-1NM-2-F-395242,0.4
(08)YRG[01]-MP19-1NM-2-T-395242,0.39
(08)YRG[01]-MP19-2EX-2-T-395247,0.33
(5)YRX[01]-MP19-1NM-2-F-395247,0.4
(08)YRG[01]-MP19-2EX-2-T-395252,0.33
(5)YRX[01]-MP19-1NM-2-F-395252,0.66
(08)YRG[01]-MP19-1NM-2-T-395252,0.39
(08)YRG[01]-MP19-2EX-2-T-395257,0.33
(5)YRX[01]-MP19-1NM-2-F-395257,0.4
(08)YRG[01]-MP19-1NM-2-T-395257,0.39
(5)YRX[01]-MP19-1NM-2-F-395262,0.43
(09)YRF[01]-MP19-1NM-2-T-395262,0.66
(5)YRX[01]-MP19-1NM-2-T-395262,0.5
(5)YRX[01]-MP19-1NM-2-F-395267,0.4
(08)YRG[01]-MP19-1NM-2-T-395267,0.39
(5)YRX[01]-MP19-1NM-2-F-395272,0.4
(08)YRG[01]-MP19-1NM-2-T-395272,0.39
(08)YRG[01]-MP19-2EX-2-T-395277,0.33
(5)YRX[01]-MP19-1NM-2-F-395277,0.4
(08)YRG[01]-MP19-1NM-2-T-395277,0.39
(5)YRX[01]-MP19-1NM-2-F-395282,0.4
(08)YRG[01]-MP19-1NM-2-T-395282,0.39
(5)YRX[01]-MP19-1NM-2-F-395287,0.4
(5)YRX[01]-MP19-1NM-2-F-395292,1.19
(09)YRF[01]-MP19-1NM-2-T-395292,0.66
(5)YRX[01]-MP19-1NM-2-T-395292,0.56
(08)YRG[01]-MP19-2EX-2-T-395297,0.33
(5)YRX[01]-MP19-1NM-2-F-395297,0.4
(5)YRX[01]-MP19-1NM-2-F-395302,0.4
(08)YRG[01]-MP19-1NM-2-T-395302,0.39
(5)YRX[01]-MP19-1NM-2-F-395307,0.4
(08)YRG[01]-MP19-2EX-2-T-395312,0.33
(5)YRX[01]-MP19-1NM-2-F-395312,0.4
(08)YRG[01]-MP19-1NM-2-T-395312,0.39
(08)YRG[01]-MP19-2EX-2-T-395317,0.33
(5)YRX[01]-MP19-1NM-2-F-395317,0.4
(08)YRG[01]-MP19-1NM-2-T-395317,0.39
(08)YRG[01]-MP19-2EX-2-T-395322,0.33
(5)YRX[01]-MP19-1NM-2-F-395322,0.4
(5)YRX[01]-MP19-1NM-2-F-395322,0.28
(5)YRX[01]-MP19-1NM-2-F-395327,0.4
(5)YRX[01]-MP19-1NM-2-F-395332,0.4
(5)YRX[01]-MP19-1NM-2-F-395337,0.4
(08)YRG[01]-MP19-1NM-2-T-395337,0.39
(5)YRX[01]-MP19-1NM-2-F-395342,0.4
(08)YRG[01]-MP19-1NM-2-T-395342,0.39
(08)YRG[01]-MP19-2EX-2-T-395347,0.33
(5)YRX[01]-MP19-1NM-2-F-395347,0.4
(08)YRG[01]-MP19-1NM-2-T-395347,0.39
(08)YRG[01]-MP19-2EX-2-T-395352,0.33
(5)YRX[01]-MP19-1NM-2-F-395352,0.4
(08)YRG[01]-MP19-1NM-2-T-395352,0.39
(5)YRX[01]-MP19-1NM-2-F-395357,0.4
(08)YRG[01]-MP19-1NM-2-T-395357,0.39
(5)YRX[01]-MP19-1NM-2-F-395362,0.4
(5)YRX[01]-MP19-1NM-2-F-395367,0.4
(08)YRG[01]-MP19-1NM-2-T-395367,0.39
(09)YRF[01]-MP19-1NM-2-T-395372,1.1
(XX)UNK[XX]-MP19-1NM-2-T-395372,1.1
(XX)UNK[XX]-MP19-1NM-2-T-395377,0.66
(09)YRF[01]-MP19-1NM-2-T-395377,0.66
(5)YRX[01]-MP19-1NM-2-F-395382,0.66
(08)YRG[01]-MP19-1NM-2-T-395382,0.39
(5)YRX[01]-MP19-1NM-2-F-395387,1.58
(3)YRF[01]-MP19-1NM-2-F-395387,1.4
(XX)UNK[XX]-MP19-1NM-2-T-395387,0.78
(09)YRF[01]-MP19-1NM-2-T-395387,0.78
(2)YCF[02]-MP19-1NM-2-F-395392,2.89
(09)YRF[01]-MP19-1NM-2-T-395392,2.83
(5)YRX[01]-MP19-1NM-2-F-395397,0.43
(3)YRF[01]-MP19-1NM-2-T-395397,0.54
(XX)UNK[XX]-MP19-1NM-2-T-395397,0.66
(09)YRF[01]-MP19-1NM-2-T-395397,0.66
(5)YRX[01]-MP19-1NM-2-T-395397,0.5
(09)YRF[01]-MP19-1NM-2-T-395402,2.72
(3)YRF[01]-MP19-1NM-2-T-395402,3.15
(09)YRF[01]-MP19-1NM-2-T-395407,3.78
(3)YRF[01]-MP19-1NM-2-T-395407,4.19
(5)YRX[01]-MP19-1NM-2-F-395412,1.19
(08)YRG[01]-MP19-1NM-2-T-395412,0.58
(3)YRF[01]-MP19-1NM-2-F-395417,12
(3)YRF[01]-MP19-1NM-2-T-395417,16.07
(5)YRX[01]-MP19-1NM-2-F-395422,0.4
(08)YRG[01]-MP19-2EX-2-T-395427,0.33
(5)YRX[01]-MP19-1NM-2-F-395427,0.4
(08)YRG[01]-MP19-1NM-2-T-395427,0.39
(5)YRX[01]-MP19-1NM-2-F-395432,0.4
(08)YRG[01]-MP19-1NM-2-T-395432,0.39
(5)YRX[01]-MP19-1NM-2-F-395437,0.69
(09)YRF[01]-MP19-1NM-2-T-395437,1.16
(5)YRX[01]-MP19-1NM-2-T-395437,1
(5)YRX[01]-MP19-1NM-2-F-395442,0.4
(08)YRG[01]-MP19-1NM-2-T-395442,0.39
(5)YRX[01]-MP19-1NM-2-F-395447,0.4
(08)YRG[01]-MP19-1NM-2-T-395447,0.39
(5)YRX[01]-MP19-1NM-2-F-395452,0.4
(5)YRX[01]-MP19-1NM-2-T-395457,0.47
(5)YRX[01]-MP19-1NM-2-T-395462,0.47
(08)YRG[01]-MP19-1NM-2-T-395462,0.55
(08)YRG[01]-MP19-2EX-2-T-395467,0.33
(5)YRX[01]-MP19-1NM-2-F-395467,0.4
(08)YRG[01]-MP19-1NM-2-T-395467,0.39
(09)YRF[01]-MP19-1NM-2-T-395472,20.49
